composable_id,repo,file,composable,loc
wisnukurniawan__Compose-ToDo::ScheduledScreen.kt::TaskContent,wisnukurniawan__Compose-ToDo,wisnukurniawan__Compose-ToDo/app/src/main/java/com/wisnu/kurniawan/composetodolist/features/todo/scheduled/ui/ScheduledScreen.kt,TaskContent,94
wisnukurniawan__Compose-ToDo::ScheduledScreen.kt::MoreMenu,wisnukurniawan__Compose-ToDo,wisnukurniawan__Compose-ToDo/app/src/main/java/com/wisnu/kurniawan/composetodolist/features/todo/scheduled/ui/ScheduledScreen.kt,MoreMenu,43
wisnukurniawan__Compose-ToDo::DashboardScreen.kt::DashboardScreen,wisnukurniawan__Compose-ToDo,wisnukurniawan__Compose-ToDo/app/src/main/java/com/wisnu/kurniawan/composetodolist/features/dashboard/ui/DashboardScreen.kt,DashboardScreen,47
wisnukurniawan__Compose-ToDo::DashboardScreen.kt::DashboardTabletScreen,wisnukurniawan__Compose-ToDo,wisnukurniawan__Compose-ToDo/app/src/main/java/com/wisnu/kurniawan/composetodolist/features/dashboard/ui/DashboardScreen.kt,DashboardTabletScreen,46
wisnukurniawan__Compose-ToDo::DashboardScreen.kt::DashboardScreen,wisnukurniawan__Compose-ToDo,wisnukurniawan__Compose-ToDo/app/src/main/java/com/wisnu/kurniawan/composetodolist/features/dashboard/ui/DashboardScreen.kt,DashboardScreen,96
wisnukurniawan__Compose-ToDo::DashboardScreen.kt::DashboardContent,wisnukurniawan__Compose-ToDo,wisnukurniawan__Compose-ToDo/app/src/main/java/com/wisnu/kurniawan/composetodolist/features/dashboard/ui/DashboardScreen.kt,DashboardContent,78
wisnukurniawan__Compose-ToDo::DashboardScreen.kt::Footer,wisnukurniawan__Compose-ToDo,wisnukurniawan__Compose-ToDo/app/src/main/java/com/wisnu/kurniawan/composetodolist/features/dashboard/ui/DashboardScreen.kt,Footer,39
wisnukurniawan__Compose-ToDo::ThemeScreen.kt::ThemeScreen,wisnukurniawan__Compose-ToDo,wisnukurniawan__Compose-ToDo/app/src/main/java/com/wisnu/kurniawan/composetodolist/features/theme/ui/ThemeScreen.kt,ThemeScreen,27
wisnukurniawan__Compose-ToDo::ThemeScreen.kt::ThemeItem,wisnukurniawan__Compose-ToDo,wisnukurniawan__Compose-ToDo/app/src/main/java/com/wisnu/kurniawan/composetodolist/features/theme/ui/ThemeScreen.kt,ThemeItem,53
wisnukurniawan__Compose-ToDo::SettingScreen.kt::SettingScreen,wisnukurniawan__Compose-ToDo,wisnukurniawan__Compose-ToDo/app/src/main/java/com/wisnu/kurniawan/composetodolist/features/setting/ui/SettingScreen.kt,SettingScreen,36
wisnukurniawan__Compose-ToDo::SettingScreen.kt::SettingItem,wisnukurniawan__Compose-ToDo,wisnukurniawan__Compose-ToDo/app/src/main/java/com/wisnu/kurniawan/composetodolist/features/setting/ui/SettingScreen.kt,SettingItem,11
wisnukurniawan__Compose-ToDo::LoginScreen.kt::LoginScreen,wisnukurniawan__Compose-ToDo,wisnukurniawan__Compose-ToDo/app/src/main/java/com/wisnu/kurniawan/composetodolist/features/login/ui/LoginScreen.kt,LoginScreen,20
wisnukurniawan__Compose-ToDo::LoginScreen.kt::LoginScreen,wisnukurniawan__Compose-ToDo,wisnukurniawan__Compose-ToDo/app/src/main/java/com/wisnu/kurniawan/composetodolist/features/login/ui/LoginScreen.kt,LoginScreen,46
wisnukurniawan__Compose-ToDo::LoginScreen.kt::EmailField,wisnukurniawan__Compose-ToDo,wisnukurniawan__Compose-ToDo/app/src/main/java/com/wisnu/kurniawan/composetodolist/features/login/ui/LoginScreen.kt,EmailField,27
wisnukurniawan__Compose-ToDo::LoginScreen.kt::TextFieldError,wisnukurniawan__Compose-ToDo,wisnukurniawan__Compose-ToDo/app/src/main/java/com/wisnu/kurniawan/composetodolist/features/login/ui/LoginScreen.kt,TextFieldError,11
wisnukurniawan__Compose-ToDo::LoginScreen.kt::PasswordField,wisnukurniawan__Compose-ToDo,wisnukurniawan__Compose-ToDo/app/src/main/java/com/wisnu/kurniawan/composetodolist/features/login/ui/LoginScreen.kt,PasswordField,40
psfinaki__HypoStats::MainActivity.kt::MainApp,psfinaki__HypoStats,psfinaki__HypoStats/app/src/main/kotlin/app/hypostats/ui/MainActivity.kt,MainApp,45
psfinaki__HypoStats::MainActivity.kt::AppTopBar,psfinaki__HypoStats,psfinaki__HypoStats/app/src/main/kotlin/app/hypostats/ui/MainActivity.kt,AppTopBar,32
psfinaki__HypoStats::MainActivity.kt::DrawerContent,psfinaki__HypoStats,psfinaki__HypoStats/app/src/main/kotlin/app/hypostats/ui/MainActivity.kt,DrawerContent,47
psfinaki__HypoStats::MainActivity.kt::NavigationDrawerItemWrapper,psfinaki__HypoStats,psfinaki__HypoStats/app/src/main/kotlin/app/hypostats/ui/MainActivity.kt,NavigationDrawerItemWrapper,19
psfinaki__HypoStats::MainActivity.kt::BottomNavigationBar,psfinaki__HypoStats,psfinaki__HypoStats/app/src/main/kotlin/app/hypostats/ui/MainActivity.kt,BottomNavigationBar,31
psfinaki__HypoStats::MainActivity.kt::MainContent,psfinaki__HypoStats,psfinaki__HypoStats/app/src/main/kotlin/app/hypostats/ui/MainActivity.kt,MainContent,23
psfinaki__HypoStats::HypoScreen.kt::HypoScreen,psfinaki__HypoStats,psfinaki__HypoStats/app/src/main/kotlin/app/hypostats/ui/hypo/HypoScreen.kt,HypoScreen,29
psfinaki__HypoStats::HypoScreen.kt::CarbsDisplay,psfinaki__HypoStats,psfinaki__HypoStats/app/src/main/kotlin/app/hypostats/ui/hypo/HypoScreen.kt,CarbsDisplay,8
psfinaki__HypoStats::HypoScreen.kt::AddCarbsButton,psfinaki__HypoStats,psfinaki__HypoStats/app/src/main/kotlin/app/hypostats/ui/hypo/HypoScreen.kt,AddCarbsButton,16
psfinaki__HypoStats::HypoScreen.kt::OffsetControls,psfinaki__HypoStats,psfinaki__HypoStats/app/src/main/kotlin/app/hypostats/ui/hypo/HypoScreen.kt,OffsetControls,42
psfinaki__HypoStats::HypoScreen.kt::ActionButtons,psfinaki__HypoStats,psfinaki__HypoStats/app/src/main/kotlin/app/hypostats/ui/hypo/HypoScreen.kt,ActionButtons,21
psfinaki__HypoStats::HypoScreen.kt::HypoScreenContent,psfinaki__HypoStats,psfinaki__HypoStats/app/src/main/kotlin/app/hypostats/ui/hypo/HypoScreen.kt,HypoScreenContent,57
psfinaki__HypoStats::HypoScreen.kt::HelpDialog,psfinaki__HypoStats,psfinaki__HypoStats/app/src/main/kotlin/app/hypostats/ui/hypo/HypoScreen.kt,HelpDialog,13
psfinaki__HypoStats::HypoScreen.kt::OffsetHelpDialog,psfinaki__HypoStats,psfinaki__HypoStats/app/src/main/kotlin/app/hypostats/ui/hypo/HypoScreen.kt,OffsetHelpDialog,13
psfinaki__HypoStats::HypoScreen.kt::getIconResource,psfinaki__HypoStats,psfinaki__HypoStats/app/src/main/kotlin/app/hypostats/ui/hypo/HypoScreen.kt,getIconResource,7
psfinaki__HypoStats::HypoScreen.kt::HypoScreenPreview,psfinaki__HypoStats,psfinaki__HypoStats/app/src/main/kotlin/app/hypostats/ui/hypo/HypoScreen.kt,HypoScreenPreview,9
psfinaki__HypoStats::HypoScreen.kt::CarbsDisplayPreview,psfinaki__HypoStats,psfinaki__HypoStats/app/src/main/kotlin/app/hypostats/ui/hypo/HypoScreen.kt,CarbsDisplayPreview,6
psfinaki__HypoStats::HypoScreen.kt::OffsetControlsPreview,psfinaki__HypoStats,psfinaki__HypoStats/app/src/main/kotlin/app/hypostats/ui/hypo/HypoScreen.kt,OffsetControlsPreview,10
psfinaki__HypoStats::HypoScreen.kt::ActionButtonsEnabledPreview,psfinaki__HypoStats,psfinaki__HypoStats/app/src/main/kotlin/app/hypostats/ui/hypo/HypoScreen.kt,ActionButtonsEnabledPreview,10
psfinaki__HypoStats::HypoScreen.kt::ActionButtonsDisabledPreview,psfinaki__HypoStats,psfinaki__HypoStats/app/src/main/kotlin/app/hypostats/ui/hypo/HypoScreen.kt,ActionButtonsDisabledPreview,10
psfinaki__HypoStats::HypoScreen.kt::HelpDialogPreview,psfinaki__HypoStats,psfinaki__HypoStats/app/src/main/kotlin/app/hypostats/ui/hypo/HypoScreen.kt,HelpDialogPreview,6
psfinaki__HypoStats::SettingsScreen.kt::SettingsScreen,psfinaki__HypoStats,psfinaki__HypoStats/app/src/main/kotlin/app/hypostats/ui/settings/SettingsScreen.kt,SettingsScreen,68
psfinaki__HypoStats::SettingsScreen.kt::SettingsLayout,psfinaki__HypoStats,psfinaki__HypoStats/app/src/main/kotlin/app/hypostats/ui/settings/SettingsScreen.kt,SettingsLayout,12
psfinaki__HypoStats::SettingsScreen.kt::SettingsScreenContent,psfinaki__HypoStats,psfinaki__HypoStats/app/src/main/kotlin/app/hypostats/ui/settings/SettingsScreen.kt,SettingsScreenContent,30
psfinaki__HypoStats::SettingsScreen.kt::SettingsScreenContentPreview,psfinaki__HypoStats,psfinaki__HypoStats/app/src/main/kotlin/app/hypostats/ui/settings/SettingsScreen.kt,SettingsScreenContentPreview,11
psfinaki__HypoStats::LanguageSection.kt::LanguageSection,psfinaki__HypoStats,psfinaki__HypoStats/app/src/main/kotlin/app/hypostats/ui/settings/sections/LanguageSection.kt,LanguageSection,32
psfinaki__HypoStats::LanguageSection.kt::getLanguageLabel,psfinaki__HypoStats,psfinaki__HypoStats/app/src/main/kotlin/app/hypostats/ui/settings/sections/LanguageSection.kt,getLanguageLabel,7
psfinaki__HypoStats::LanguageSection.kt::LanguageSectionPreview,psfinaki__HypoStats,psfinaki__HypoStats/app/src/main/kotlin/app/hypostats/ui/settings/sections/LanguageSection.kt,LanguageSectionPreview,7
psfinaki__HypoStats::CarbIconSection.kt::CarbIconSection,psfinaki__HypoStats,psfinaki__HypoStats/app/src/main/kotlin/app/hypostats/ui/settings/sections/CarbIconSection.kt,CarbIconSection,32
psfinaki__HypoStats::CarbIconSection.kt::getIconLabel,psfinaki__HypoStats,psfinaki__HypoStats/app/src/main/kotlin/app/hypostats/ui/settings/sections/CarbIconSection.kt,getIconLabel,7
psfinaki__HypoStats::CarbIconSection.kt::CarbIconSectionPreview,psfinaki__HypoStats,psfinaki__HypoStats/app/src/main/kotlin/app/hypostats/ui/settings/sections/CarbIconSection.kt,CarbIconSectionPreview,7
psfinaki__HypoStats::CarbIncrementSection.kt::CarbIncrementSection,psfinaki__HypoStats,psfinaki__HypoStats/app/src/main/kotlin/app/hypostats/ui/settings/sections/CarbIncrementSection.kt,CarbIncrementSection,33
psfinaki__HypoStats::CarbIncrementSection.kt::CarbIncrementSectionPreview,psfinaki__HypoStats,psfinaki__HypoStats/app/src/main/kotlin/app/hypostats/ui/settings/sections/CarbIncrementSection.kt,CarbIncrementSectionPreview,9
psfinaki__HypoStats::ThemeSection.kt::ThemeSection,psfinaki__HypoStats,psfinaki__HypoStats/app/src/main/kotlin/app/hypostats/ui/settings/sections/ThemeSection.kt,ThemeSection,32
psfinaki__HypoStats::ThemeSection.kt::getThemeLabel,psfinaki__HypoStats,psfinaki__HypoStats/app/src/main/kotlin/app/hypostats/ui/settings/sections/ThemeSection.kt,getThemeLabel,7
psfinaki__HypoStats::ThemeSection.kt::ThemeSectionPreview,psfinaki__HypoStats,psfinaki__HypoStats/app/src/main/kotlin/app/hypostats/ui/settings/sections/ThemeSection.kt,ThemeSectionPreview,7
psfinaki__HypoStats::BackupSection.kt::BackupSection,psfinaki__HypoStats,psfinaki__HypoStats/app/src/main/kotlin/app/hypostats/ui/settings/sections/BackupSection.kt,BackupSection,29
psfinaki__HypoStats::BackupSection.kt::BackupSectionPreview,psfinaki__HypoStats,psfinaki__HypoStats/app/src/main/kotlin/app/hypostats/ui/settings/sections/BackupSection.kt,BackupSectionPreview,9
psfinaki__HypoStats::SettingOption.kt::SettingOption,psfinaki__HypoStats,psfinaki__HypoStats/app/src/main/kotlin/app/hypostats/ui/settings/components/SettingOption.kt,SettingOption,24
psfinaki__HypoStats::SettingOption.kt::SettingOptionSelectedPreview,psfinaki__HypoStats,psfinaki__HypoStats/app/src/main/kotlin/app/hypostats/ui/settings/components/SettingOption.kt,SettingOptionSelectedPreview,10
psfinaki__HypoStats::SettingOption.kt::SettingOptionUnselectedPreview,psfinaki__HypoStats,psfinaki__HypoStats/app/src/main/kotlin/app/hypostats/ui/settings/components/SettingOption.kt,SettingOptionUnselectedPreview,10
psfinaki__HypoStats::ExpandableSettingSection.kt::ExpandableSettingSection,psfinaki__HypoStats,psfinaki__HypoStats/app/src/main/kotlin/app/hypostats/ui/settings/components/ExpandableSettingSection.kt,ExpandableSettingSection,51
psfinaki__HypoStats::ExpandableSettingSection.kt::ExpandableSettingSectionCollapsedPreview,psfinaki__HypoStats,psfinaki__HypoStats/app/src/main/kotlin/app/hypostats/ui/settings/components/ExpandableSettingSection.kt,ExpandableSettingSectionCollapsedPreview,13
psfinaki__HypoStats::ExpandableSettingSection.kt::ExpandableSettingSectionExpandedPreview,psfinaki__HypoStats,psfinaki__HypoStats/app/src/main/kotlin/app/hypostats/ui/settings/components/ExpandableSettingSection.kt,ExpandableSettingSectionExpandedPreview,17
psfinaki__HypoStats::AboutLinkItem.kt::AboutLinkItem,psfinaki__HypoStats,psfinaki__HypoStats/app/src/main/kotlin/app/hypostats/ui/about/AboutLinkItem.kt,AboutLinkItem,24
psfinaki__HypoStats::AboutLinkItem.kt::AboutLinkItemPreview,psfinaki__HypoStats,psfinaki__HypoStats/app/src/main/kotlin/app/hypostats/ui/about/AboutLinkItem.kt,AboutLinkItemPreview,9
psfinaki__HypoStats::AboutScreen.kt::AboutScreen,psfinaki__HypoStats,psfinaki__HypoStats/app/src/main/kotlin/app/hypostats/ui/about/AboutScreen.kt,AboutScreen,72
psfinaki__HypoStats::AboutScreen.kt::AboutHeader,psfinaki__HypoStats,psfinaki__HypoStats/app/src/main/kotlin/app/hypostats/ui/about/AboutScreen.kt,AboutHeader,31
psfinaki__HypoStats::AboutScreen.kt::AboutFooter,psfinaki__HypoStats,psfinaki__HypoStats/app/src/main/kotlin/app/hypostats/ui/about/AboutScreen.kt,AboutFooter,16
psfinaki__HypoStats::AboutScreen.kt::AboutScreenPreview,psfinaki__HypoStats,psfinaki__HypoStats/app/src/main/kotlin/app/hypostats/ui/about/AboutScreen.kt,AboutScreenPreview,6
psfinaki__HypoStats::AboutScreen.kt::AboutHeaderPreview,psfinaki__HypoStats,psfinaki__HypoStats/app/src/main/kotlin/app/hypostats/ui/about/AboutScreen.kt,AboutHeaderPreview,8
psfinaki__HypoStats::AboutScreen.kt::AboutFooterPreview,psfinaki__HypoStats,psfinaki__HypoStats/app/src/main/kotlin/app/hypostats/ui/about/AboutScreen.kt,AboutFooterPreview,8
psfinaki__HypoStats::LogScreen.kt::LogScreen,psfinaki__HypoStats,psfinaki__HypoStats/app/src/main/kotlin/app/hypostats/ui/log/LogScreen.kt,LogScreen,8
psfinaki__HypoStats::LogScreen.kt::LogLayout,psfinaki__HypoStats,psfinaki__HypoStats/app/src/main/kotlin/app/hypostats/ui/log/LogScreen.kt,LogLayout,12
psfinaki__HypoStats::LogScreen.kt::TreatmentLogCard,psfinaki__HypoStats,psfinaki__HypoStats/app/src/main/kotlin/app/hypostats/ui/log/LogScreen.kt,TreatmentLogCard,22
psfinaki__HypoStats::LogScreen.kt::TreatmentItem,psfinaki__HypoStats,psfinaki__HypoStats/app/src/main/kotlin/app/hypostats/ui/log/LogScreen.kt,TreatmentItem,12
psfinaki__HypoStats::LogScreen.kt::LogScreenPreview,psfinaki__HypoStats,psfinaki__HypoStats/app/src/main/kotlin/app/hypostats/ui/log/LogScreen.kt,LogScreenPreview,8
psfinaki__HypoStats::LogScreen.kt::TreatmentLogCardPreview,psfinaki__HypoStats,psfinaki__HypoStats/app/src/main/kotlin/app/hypostats/ui/log/LogScreen.kt,TreatmentLogCardPreview,22
psfinaki__HypoStats::LogScreen.kt::TreatmentLogCardEmptyPreview,psfinaki__HypoStats,psfinaki__HypoStats/app/src/main/kotlin/app/hypostats/ui/log/LogScreen.kt,TreatmentLogCardEmptyPreview,6
psfinaki__HypoStats::LogScreen.kt::TreatmentItemPreview,psfinaki__HypoStats,psfinaki__HypoStats/app/src/main/kotlin/app/hypostats/ui/log/LogScreen.kt,TreatmentItemPreview,12
psfinaki__HypoStats::StatsScreen.kt::StatsScreen,psfinaki__HypoStats,psfinaki__HypoStats/app/src/main/kotlin/app/hypostats/ui/stats/StatsScreen.kt,StatsScreen,5
psfinaki__HypoStats::StatsScreen.kt::StatsScreenContent,psfinaki__HypoStats,psfinaki__HypoStats/app/src/main/kotlin/app/hypostats/ui/stats/StatsScreen.kt,StatsScreenContent,12
psfinaki__HypoStats::StatsScreen.kt::StatsLayout,psfinaki__HypoStats,psfinaki__HypoStats/app/src/main/kotlin/app/hypostats/ui/stats/StatsScreen.kt,StatsLayout,12
psfinaki__HypoStats::StatsScreen.kt::GeneralStatsCard,psfinaki__HypoStats,psfinaki__HypoStats/app/src/main/kotlin/app/hypostats/ui/stats/StatsScreen.kt,GeneralStatsCard,19
psfinaki__HypoStats::StatsScreen.kt::TopHypoDaysCard,psfinaki__HypoStats,psfinaki__HypoStats/app/src/main/kotlin/app/hypostats/ui/stats/StatsScreen.kt,TopHypoDaysCard,28
psfinaki__HypoStats::StatsScreen.kt::TopHypoHoursCard,psfinaki__HypoStats,psfinaki__HypoStats/app/src/main/kotlin/app/hypostats/ui/stats/StatsScreen.kt,TopHypoHoursCard,27
psfinaki__HypoStats::StatsScreen.kt::StatsScreenPreview,psfinaki__HypoStats,psfinaki__HypoStats/app/src/main/kotlin/app/hypostats/ui/stats/StatsScreen.kt,StatsScreenPreview,18
psfinaki__HypoStats::StatsScreen.kt::GeneralStatsCardPreview,psfinaki__HypoStats,psfinaki__HypoStats/app/src/main/kotlin/app/hypostats/ui/stats/StatsScreen.kt,GeneralStatsCardPreview,13
psfinaki__HypoStats::StatsScreen.kt::GeneralStatsCardEmptyPreview,psfinaki__HypoStats,psfinaki__HypoStats/app/src/main/kotlin/app/hypostats/ui/stats/StatsScreen.kt,GeneralStatsCardEmptyPreview,6
psfinaki__HypoStats::StatsScreen.kt::TopHypoDaysCardPreview,psfinaki__HypoStats,psfinaki__HypoStats/app/src/main/kotlin/app/hypostats/ui/stats/StatsScreen.kt,TopHypoDaysCardPreview,13
psfinaki__HypoStats::StatsScreen.kt::TopHypoHoursCardPreview,psfinaki__HypoStats,psfinaki__HypoStats/app/src/main/kotlin/app/hypostats/ui/stats/StatsScreen.kt,TopHypoHoursCardPreview,6
norsehorse-dev__AgePonyAndroid::AgePonyApp.kt::AgePonyApp,norsehorse-dev__AgePonyAndroid,norsehorse-dev__AgePonyAndroid/app/src/main/java/com/agepony/app/ui/AgePonyApp.kt,AgePonyApp,103
norsehorse-dev__AgePonyAndroid::VaultGate.kt::VaultGate,norsehorse-dev__AgePonyAndroid,norsehorse-dev__AgePonyAndroid/app/src/main/java/com/agepony/app/ui/VaultGate.kt,VaultGate,33
norsehorse-dev__AgePonyAndroid::VaultGate.kt::WelcomeScreen,norsehorse-dev__AgePonyAndroid,norsehorse-dev__AgePonyAndroid/app/src/main/java/com/agepony/app/ui/VaultGate.kt,WelcomeScreen,86
norsehorse-dev__AgePonyAndroid::VaultGate.kt::LockedScreen,norsehorse-dev__AgePonyAndroid,norsehorse-dev__AgePonyAndroid/app/src/main/java/com/agepony/app/ui/VaultGate.kt,LockedScreen,129
norsehorse-dev__AgePonyAndroid::VaultGate.kt::CreateSecretDialog,norsehorse-dev__AgePonyAndroid,norsehorse-dev__AgePonyAndroid/app/src/main/java/com/agepony/app/ui/VaultGate.kt,CreateSecretDialog,91
norsehorse-dev__AgePonyAndroid::SettingsScreen.kt::SettingsScreen,norsehorse-dev__AgePonyAndroid,norsehorse-dev__AgePonyAndroid/app/src/main/java/com/agepony/app/ui/settings/SettingsScreen.kt,SettingsScreen,5
norsehorse-dev__AgePonyAndroid::SettingsScreen.kt::SetSecretDialog,norsehorse-dev__AgePonyAndroid,norsehorse-dev__AgePonyAndroid/app/src/main/java/com/agepony/app/ui/settings/SettingsScreen.kt,SetSecretDialog,67
norsehorse-dev__AgePonyAndroid::SettingsScreen.kt::SectionLabel,norsehorse-dev__AgePonyAndroid,norsehorse-dev__AgePonyAndroid/app/src/main/java/com/agepony/app/ui/settings/SettingsScreen.kt,SectionLabel,9
norsehorse-dev__AgePonyAndroid::SettingsScreen.kt::SettingRow,norsehorse-dev__AgePonyAndroid,norsehorse-dev__AgePonyAndroid/app/src/main/java/com/agepony/app/ui/settings/SettingsScreen.kt,SettingRow,19
norsehorse-dev__AgePonyAndroid::SettingsScreen.kt::LockModeRow,norsehorse-dev__AgePonyAndroid,norsehorse-dev__AgePonyAndroid/app/src/main/java/com/agepony/app/ui/settings/SettingsScreen.kt,LockModeRow,25
norsehorse-dev__AgePonyAndroid::SettingsScreen.kt::AboutRow,norsehorse-dev__AgePonyAndroid,norsehorse-dev__AgePonyAndroid/app/src/main/java/com/agepony/app/ui/settings/SettingsScreen.kt,AboutRow,7
norsehorse-dev__AgePonyAndroid::SettingsScreen.kt::LinkRow,norsehorse-dev__AgePonyAndroid,norsehorse-dev__AgePonyAndroid/app/src/main/java/com/agepony/app/ui/settings/SettingsScreen.kt,LinkRow,9
norsehorse-dev__AgePonyAndroid::SettingsScreen.kt::MoreRow,norsehorse-dev__AgePonyAndroid,norsehorse-dev__AgePonyAndroid/app/src/main/java/com/agepony/app/ui/settings/SettingsScreen.kt,MoreRow,13
norsehorse-dev__AgePonyAndroid::SettingsScreen.kt::ActionRow,norsehorse-dev__AgePonyAndroid,norsehorse-dev__AgePonyAndroid/app/src/main/java/com/agepony/app/ui/settings/SettingsScreen.kt,ActionRow,10
norsehorse-dev__AgePonyAndroid::SecurityKeyPinDialog.kt::SecurityKeyPinPrompt,norsehorse-dev__AgePonyAndroid,norsehorse-dev__AgePonyAndroid/app/src/main/java/com/agepony/app/ui/security/SecurityKeyPinDialog.kt,SecurityKeyPinPrompt,12
norsehorse-dev__AgePonyAndroid::SecurityKeyPinDialog.kt::SecurityKeyPinDialog,norsehorse-dev__AgePonyAndroid,norsehorse-dev__AgePonyAndroid/app/src/main/java/com/agepony/app/ui/security/SecurityKeyPinDialog.kt,SecurityKeyPinDialog,35
norsehorse-dev__AgePonyAndroid::QrScanner.kt::QrScanner,norsehorse-dev__AgePonyAndroid,norsehorse-dev__AgePonyAndroid/app/src/main/java/com/agepony/app/ui/scan/QrScanner.kt,QrScanner,57
norsehorse-dev__AgePonyAndroid::QrScanner.kt::CameraPreview,norsehorse-dev__AgePonyAndroid,norsehorse-dev__AgePonyAndroid/app/src/main/java/com/agepony/app/ui/scan/QrScanner.kt,CameraPreview,45
norsehorse-dev__AgePonyAndroid::KeyBlock.kt::KeyBlock,norsehorse-dev__AgePonyAndroid,norsehorse-dev__AgePonyAndroid/app/src/main/java/com/agepony/app/ui/components/KeyBlock.kt,KeyBlock,70
norsehorse-dev__AgePonyAndroid::QrCode.kt::QrImage,norsehorse-dev__AgePonyAndroid,norsehorse-dev__AgePonyAndroid/app/src/main/java/com/agepony/app/ui/components/QrCode.kt,QrImage,16
norsehorse-dev__AgePonyAndroid::PostQuantumBadge.kt::PostQuantumBadge,norsehorse-dev__AgePonyAndroid,norsehorse-dev__AgePonyAndroid/app/src/main/java/com/agepony/app/ui/components/PostQuantumBadge.kt,PostQuantumBadge,15
norsehorse-dev__AgePonyAndroid::NotesScreen.kt::NotesScreen,norsehorse-dev__AgePonyAndroid,norsehorse-dev__AgePonyAndroid/app/src/main/java/com/agepony/app/ui/notes/NotesScreen.kt,NotesScreen,28
norsehorse-dev__AgePonyAndroid::NotesScreen.kt::NoteList,norsehorse-dev__AgePonyAndroid,norsehorse-dev__AgePonyAndroid/app/src/main/java/com/agepony/app/ui/notes/NotesScreen.kt,NoteList,58
norsehorse-dev__AgePonyAndroid::NotesScreen.kt::CreateNote,norsehorse-dev__AgePonyAndroid,norsehorse-dev__AgePonyAndroid/app/src/main/java/com/agepony/app/ui/notes/NotesScreen.kt,CreateNote,89
norsehorse-dev__AgePonyAndroid::NotesScreen.kt::NoteDetail,norsehorse-dev__AgePonyAndroid,norsehorse-dev__AgePonyAndroid/app/src/main/java/com/agepony/app/ui/notes/NotesScreen.kt,NoteDetail,156
norsehorse-dev__AgePonyAndroid::NotesScreen.kt::PassphraseFields,norsehorse-dev__AgePonyAndroid,norsehorse-dev__AgePonyAndroid/app/src/main/java/com/agepony/app/ui/notes/NotesScreen.kt,PassphraseFields,26
norsehorse-dev__AgePonyAndroid::NotesScreen.kt::ErrorLine,norsehorse-dev__AgePonyAndroid,norsehorse-dev__AgePonyAndroid/app/src/main/java/com/agepony/app/ui/notes/NotesScreen.kt,ErrorLine,4
norsehorse-dev__AgePonyAndroid::Theme.kt::AgePonyTheme,norsehorse-dev__AgePonyAndroid,norsehorse-dev__AgePonyAndroid/app/src/main/java/com/agepony/app/ui/theme/Theme.kt,AgePonyTheme,24
norsehorse-dev__AgePonyAndroid::MigrateFlow.kt::MigrateFlow,norsehorse-dev__AgePonyAndroid,norsehorse-dev__AgePonyAndroid/app/src/main/java/com/agepony/app/ui/files/MigrateFlow.kt,MigrateFlow,181
norsehorse-dev__AgePonyAndroid::RecipientPicker.kt::rememberRecipientSelection,norsehorse-dev__AgePonyAndroid,norsehorse-dev__AgePonyAndroid/app/src/main/java/com/agepony/app/ui/files/RecipientPicker.kt,rememberRecipientSelection,22
norsehorse-dev__AgePonyAndroid::RecipientPicker.kt::RecipientPicker,norsehorse-dev__AgePonyAndroid,norsehorse-dev__AgePonyAndroid/app/src/main/java/com/agepony/app/ui/files/RecipientPicker.kt,RecipientPicker,19
norsehorse-dev__AgePonyAndroid::RecipientPicker.kt::RecipientPickerContent,norsehorse-dev__AgePonyAndroid,norsehorse-dev__AgePonyAndroid/app/src/main/java/com/agepony/app/ui/files/RecipientPicker.kt,RecipientPickerContent,305
norsehorse-dev__AgePonyAndroid::RecipientPicker.kt::SectionHeader,norsehorse-dev__AgePonyAndroid,norsehorse-dev__AgePonyAndroid/app/src/main/java/com/agepony/app/ui/files/RecipientPicker.kt,SectionHeader,9
norsehorse-dev__AgePonyAndroid::RecipientPicker.kt::CheckRow,norsehorse-dev__AgePonyAndroid,norsehorse-dev__AgePonyAndroid/app/src/main/java/com/agepony/app/ui/files/RecipientPicker.kt,CheckRow,20
norsehorse-dev__AgePonyAndroid::DecryptFlow.kt::DecryptFlow,norsehorse-dev__AgePonyAndroid,norsehorse-dev__AgePonyAndroid/app/src/main/java/com/agepony/app/ui/files/DecryptFlow.kt,DecryptFlow,268
norsehorse-dev__AgePonyAndroid::DecryptFlow.kt::ErrorLine,norsehorse-dev__AgePonyAndroid,norsehorse-dev__AgePonyAndroid/app/src/main/java/com/agepony/app/ui/files/DecryptFlow.kt,ErrorLine,4
norsehorse-dev__AgePonyAndroid::FilesScreen.kt::FilesScreen,norsehorse-dev__AgePonyAndroid,norsehorse-dev__AgePonyAndroid/app/src/main/java/com/agepony/app/ui/files/FilesScreen.kt,FilesScreen,46
norsehorse-dev__AgePonyAndroid::EncryptFlow.kt::EncryptFlow,norsehorse-dev__AgePonyAndroid,norsehorse-dev__AgePonyAndroid/app/src/main/java/com/agepony/app/ui/files/EncryptFlow.kt,EncryptFlow,501
norsehorse-dev__AgePonyAndroid::EncryptFlow.kt::ModeRow,norsehorse-dev__AgePonyAndroid,norsehorse-dev__AgePonyAndroid/app/src/main/java/com/agepony/app/ui/files/EncryptFlow.kt,ModeRow,13
