composable_id,repo,file,composable,loc
iTsMe-Zen__Areada::AreadaApp.kt::AreadaApp,iTsMe-Zen__Areada,iTsMe-Zen__Areada/app/src/main/java/app/areada/ui/AreadaApp.kt,AreadaApp,4
iTsMe-Zen__Areada::TextEditorComponents.kt::NoteEditorSearchBar,iTsMe-Zen__Areada,iTsMe-Zen__Areada/app/src/main/java/app/areada/ui/TextEditorComponents.kt,NoteEditorSearchBar,75
iTsMe-Zen__Areada::TextEditorComponents.kt::NoteSectionBar,iTsMe-Zen__Areada,iTsMe-Zen__Areada/app/src/main/java/app/areada/ui/TextEditorComponents.kt,NoteSectionBar,165
iTsMe-Zen__Areada::TextEditorComponents.kt::NoteSectionActionSheet,iTsMe-Zen__Areada,iTsMe-Zen__Areada/app/src/main/java/app/areada/ui/TextEditorComponents.kt,NoteSectionActionSheet,59
iTsMe-Zen__Areada::TextEditorComponents.kt::NoteEditorHelperBar,iTsMe-Zen__Areada,iTsMe-Zen__Areada/app/src/main/java/app/areada/ui/TextEditorComponents.kt,NoteEditorHelperBar,56
iTsMe-Zen__Areada::PdfExtractedTextContent.kt::PdfExtractedTextContent,iTsMe-Zen__Areada,iTsMe-Zen__Areada/app/src/main/java/app/areada/ui/reader/PdfExtractedTextContent.kt,PdfExtractedTextContent,12
iTsMe-Zen__Areada::ReaderDialogs.kt::OpenLinkDialog,iTsMe-Zen__Areada,iTsMe-Zen__Areada/app/src/main/java/app/areada/ui/reader/ReaderDialogs.kt,OpenLinkDialog,11
iTsMe-Zen__Areada::ReaderDialogs.kt::ExitPromptDialog,iTsMe-Zen__Areada,iTsMe-Zen__Areada/app/src/main/java/app/areada/ui/reader/ReaderDialogs.kt,ExitPromptDialog,11
iTsMe-Zen__Areada::ReaderDialogs.kt::ConfirmDeleteDialog,iTsMe-Zen__Areada,iTsMe-Zen__Areada/app/src/main/java/app/areada/ui/reader/ReaderDialogs.kt,ConfirmDeleteDialog,11
iTsMe-Zen__Areada::ReaderDialogs.kt::ZipEntryPickerDialog,iTsMe-Zen__Areada,iTsMe-Zen__Areada/app/src/main/java/app/areada/ui/reader/ReaderDialogs.kt,ZipEntryPickerDialog,73
iTsMe-Zen__Areada::ReaderDialogs.kt::SaveChangesDialog,iTsMe-Zen__Areada,iTsMe-Zen__Areada/app/src/main/java/app/areada/ui/reader/ReaderDialogs.kt,SaveChangesDialog,16
iTsMe-Zen__Areada::ReaderDialogs.kt::CompactTwoButtonDialog,iTsMe-Zen__Areada,iTsMe-Zen__Areada/app/src/main/java/app/areada/ui/reader/ReaderDialogs.kt,CompactTwoButtonDialog,57
iTsMe-Zen__Areada::ReaderDialogs.kt::GoToPositionDialog,iTsMe-Zen__Areada,iTsMe-Zen__Areada/app/src/main/java/app/areada/ui/reader/ReaderDialogs.kt,GoToPositionDialog,85
iTsMe-Zen__Areada::ReaderDialogs.kt::CompactChoiceDialog,iTsMe-Zen__Areada,iTsMe-Zen__Areada/app/src/main/java/app/areada/ui/reader/ReaderDialogs.kt,CompactChoiceDialog,57
iTsMe-Zen__Areada::ReaderDialogs.kt::PromptChoiceButton,iTsMe-Zen__Areada,iTsMe-Zen__Areada/app/src/main/java/app/areada/ui/reader/ReaderDialogs.kt,PromptChoiceButton,42
iTsMe-Zen__Areada::ReaderSharedComponents.kt::SectionHeader,iTsMe-Zen__Areada,iTsMe-Zen__Areada/app/src/main/java/app/areada/ui/reader/ReaderSharedComponents.kt,SectionHeader,8
iTsMe-Zen__Areada::ReaderSharedComponents.kt::FolderRow,iTsMe-Zen__Areada,iTsMe-Zen__Areada/app/src/main/java/app/areada/ui/reader/ReaderSharedComponents.kt,FolderRow,68
iTsMe-Zen__Areada::ReaderSharedComponents.kt::BookRow,iTsMe-Zen__Areada,iTsMe-Zen__Areada/app/src/main/java/app/areada/ui/reader/ReaderSharedComponents.kt,BookRow,86
iTsMe-Zen__Areada::ReaderSharedComponents.kt::NotePopup,iTsMe-Zen__Areada,iTsMe-Zen__Areada/app/src/main/java/app/areada/ui/reader/ReaderSharedComponents.kt,NotePopup,64
iTsMe-Zen__Areada::ReaderSharedComponents.kt::InfoCard,iTsMe-Zen__Areada,iTsMe-Zen__Areada/app/src/main/java/app/areada/ui/reader/ReaderSharedComponents.kt,InfoCard,18
iTsMe-Zen__Areada::ReaderSharedComponents.kt::EmptyStateCard,iTsMe-Zen__Areada,iTsMe-Zen__Areada/app/src/main/java/app/areada/ui/reader/ReaderSharedComponents.kt,EmptyStateCard,40
iTsMe-Zen__Areada::ReaderSharedComponents.kt::SettingChip,iTsMe-Zen__Areada,iTsMe-Zen__Areada/app/src/main/java/app/areada/ui/reader/ReaderSharedComponents.kt,SettingChip,49
iTsMe-Zen__Areada::ReaderSharedComponents.kt::SettingToggleRow,iTsMe-Zen__Areada,iTsMe-Zen__Areada/app/src/main/java/app/areada/ui/reader/ReaderSharedComponents.kt,SettingToggleRow,34
iTsMe-Zen__Areada::ReaderSharedComponents.kt::ReaderMessage,iTsMe-Zen__Areada,iTsMe-Zen__Areada/app/src/main/java/app/areada/ui/reader/ReaderSharedComponents.kt,ReaderMessage,35
iTsMe-Zen__Areada::ReaderSharedComponents.kt::ErrorBanner,iTsMe-Zen__Areada,iTsMe-Zen__Areada/app/src/main/java/app/areada/ui/reader/ReaderSharedComponents.kt,ErrorBanner,46
iTsMe-Zen__Areada::ReaderSharedComponents.kt::LoadingOverlay,iTsMe-Zen__Areada,iTsMe-Zen__Areada/app/src/main/java/app/areada/ui/reader/ReaderSharedComponents.kt,LoadingOverlay,31
iTsMe-Zen__Areada::ReaderSharedComponents.kt::LoadingState,iTsMe-Zen__Areada,iTsMe-Zen__Areada/app/src/main/java/app/areada/ui/reader/ReaderSharedComponents.kt,LoadingState,19
iTsMe-Zen__Areada::ReaderSharedComponents.kt::buildResumeLabel,iTsMe-Zen__Areada,iTsMe-Zen__Areada/app/src/main/java/app/areada/ui/reader/ReaderSharedComponents.kt,buildResumeLabel,33
iTsMe-Zen__Areada::DirectionalButtons.kt::DirectionalButtons,iTsMe-Zen__Areada,iTsMe-Zen__Areada/app/src/main/java/app/areada/ui/reader/DirectionalButtons.kt,DirectionalButtons,89
iTsMe-Zen__Areada::DirectionalButtons.kt::DirectionalButton,iTsMe-Zen__Areada,iTsMe-Zen__Areada/app/src/main/java/app/areada/ui/reader/DirectionalButtons.kt,DirectionalButton,73
iTsMe-Zen__Areada::SelectableTextView.kt::SelectableTextView,iTsMe-Zen__Areada,iTsMe-Zen__Areada/app/src/main/java/app/areada/ui/reader/SelectableTextView.kt,SelectableTextView,45
iTsMe-Zen__Areada::KeyboardInsetsHelper.kt::rememberKeyboardHeightDp,iTsMe-Zen__Areada,iTsMe-Zen__Areada/app/src/main/java/app/areada/ui/reader/KeyboardInsetsHelper.kt,rememberKeyboardHeightDp,29
iTsMe-Zen__Areada::TextReaderScreen.kt::TextReaderScreen,iTsMe-Zen__Areada,iTsMe-Zen__Areada/app/src/main/java/app/areada/ui/reader/TextReaderScreen.kt,TextReaderScreen,885
iTsMe-Zen__Areada::SettingsComponents.kt::SettingsSection,iTsMe-Zen__Areada,iTsMe-Zen__Areada/app/src/main/java/app/areada/ui/reader/SettingsComponents.kt,SettingsSection,15
iTsMe-Zen__Areada::SettingsComponents.kt::CollapsibleSettingsSection,iTsMe-Zen__Areada,iTsMe-Zen__Areada/app/src/main/java/app/areada/ui/reader/SettingsComponents.kt,CollapsibleSettingsSection,35
iTsMe-Zen__Areada::SettingsComponents.kt::SettingsSectionSpacer,iTsMe-Zen__Areada,iTsMe-Zen__Areada/app/src/main/java/app/areada/ui/reader/SettingsComponents.kt,SettingsSectionSpacer,4
iTsMe-Zen__Areada::SettingsComponents.kt::SettingsControlSpacer,iTsMe-Zen__Areada,iTsMe-Zen__Areada/app/src/main/java/app/areada/ui/reader/SettingsComponents.kt,SettingsControlSpacer,4
iTsMe-Zen__Areada::SettingsComponents.kt::LanguageSelector,iTsMe-Zen__Areada,iTsMe-Zen__Areada/app/src/main/java/app/areada/ui/reader/SettingsComponents.kt,LanguageSelector,41
iTsMe-Zen__Areada::SettingsComponents.kt::SettingsSlider,iTsMe-Zen__Areada,iTsMe-Zen__Areada/app/src/main/java/app/areada/ui/reader/SettingsComponents.kt,SettingsSlider,32
iTsMe-Zen__Areada::SettingsComponents.kt::SettingsBinaryRow,iTsMe-Zen__Areada,iTsMe-Zen__Areada/app/src/main/java/app/areada/ui/reader/SettingsComponents.kt,SettingsBinaryRow,39
iTsMe-Zen__Areada::SettingsComponents.kt::SettingsBinaryButton,iTsMe-Zen__Areada,iTsMe-Zen__Areada/app/src/main/java/app/areada/ui/reader/SettingsComponents.kt,SettingsBinaryButton,35
iTsMe-Zen__Areada::SettingsComponents.kt::SettingsLabelValueRow,iTsMe-Zen__Areada,iTsMe-Zen__Areada/app/src/main/java/app/areada/ui/reader/SettingsComponents.kt,SettingsLabelValueRow,22
iTsMe-Zen__Areada::SettingsComponents.kt::VersionLine,iTsMe-Zen__Areada,iTsMe-Zen__Areada/app/src/main/java/app/areada/ui/reader/SettingsComponents.kt,VersionLine,20
iTsMe-Zen__Areada::SettingsComponents.kt::ReaderThemeMode,iTsMe-Zen__Areada,iTsMe-Zen__Areada/app/src/main/java/app/areada/ui/reader/SettingsComponents.kt,ReaderThemeMode,10
iTsMe-Zen__Areada::SettingsComponents.kt::ReaderFontChoice,iTsMe-Zen__Areada,iTsMe-Zen__Areada/app/src/main/java/app/areada/ui/reader/SettingsComponents.kt,ReaderFontChoice,7
iTsMe-Zen__Areada::SettingsComponents.kt::ReaderOrientationMode,iTsMe-Zen__Areada,iTsMe-Zen__Areada/app/src/main/java/app/areada/ui/reader/SettingsComponents.kt,ReaderOrientationMode,7
iTsMe-Zen__Areada::SettingsComponents.kt::ReaderLanguageMode,iTsMe-Zen__Areada,iTsMe-Zen__Areada/app/src/main/java/app/areada/ui/reader/SettingsComponents.kt,ReaderLanguageMode,11
iTsMe-Zen__Areada::SettingsComponents.kt::ReaderNavigationMode,iTsMe-Zen__Areada,iTsMe-Zen__Areada/app/src/main/java/app/areada/ui/reader/SettingsComponents.kt,ReaderNavigationMode,7
iTsMe-Zen__Areada::EpubWebView.kt::EpubWebView,iTsMe-Zen__Areada,iTsMe-Zen__Areada/app/src/main/java/app/areada/ui/reader/EpubWebView.kt,EpubWebView,302
iTsMe-Zen__Areada::Fb2ReaderScreen.kt::Fb2ReaderScreen,iTsMe-Zen__Areada,iTsMe-Zen__Areada/app/src/main/java/app/areada/ui/reader/Fb2ReaderScreen.kt,Fb2ReaderScreen,388
iTsMe-Zen__Areada::PdfReaderScreen.kt::PdfReaderScreen,iTsMe-Zen__Areada,iTsMe-Zen__Areada/app/src/main/java/app/areada/ui/reader/PdfReaderScreen.kt,PdfReaderScreen,10
iTsMe-Zen__Areada::PdfZoomablePage.kt::ZoomablePage,iTsMe-Zen__Areada,iTsMe-Zen__Areada/app/src/main/java/app/areada/ui/reader/PdfZoomablePage.kt,ZoomablePage,13
iTsMe-Zen__Areada::MarkdownReaderScreen.kt::MarkdownReaderScreen,iTsMe-Zen__Areada,iTsMe-Zen__Areada/app/src/main/java/app/areada/ui/reader/MarkdownReaderScreen.kt,MarkdownReaderScreen,254
iTsMe-Zen__Areada::EpubReaderScreen.kt::EpubReaderScreen,iTsMe-Zen__Areada,iTsMe-Zen__Areada/app/src/main/java/app/areada/ui/reader/EpubReaderScreen.kt,EpubReaderScreen,537
iTsMe-Zen__Areada::ReaderComfortOverlay.kt::ReaderComfortOverlay,iTsMe-Zen__Areada,iTsMe-Zen__Areada/app/src/main/java/app/areada/ui/reader/ReaderComfortOverlay.kt,ReaderComfortOverlay,32
iTsMe-Zen__Areada::HomeFilters.kt::bookRowProgressLabel,iTsMe-Zen__Areada,iTsMe-Zen__Areada/app/src/main/java/app/areada/ui/home/HomeFilters.kt,bookRowProgressLabel,9
iTsMe-Zen__Areada::HomeSections.kt::BookmarksSection,iTsMe-Zen__Areada,iTsMe-Zen__Areada/app/src/main/java/app/areada/ui/home/HomeSections.kt,BookmarksSection,56
iTsMe-Zen__Areada::HomeSections.kt::ReadingSectionHeader,iTsMe-Zen__Areada,iTsMe-Zen__Areada/app/src/main/java/app/areada/ui/home/HomeSections.kt,ReadingSectionHeader,32
iTsMe-Zen__Areada::HomeSections.kt::BookmarkRow,iTsMe-Zen__Areada,iTsMe-Zen__Areada/app/src/main/java/app/areada/ui/home/HomeSections.kt,BookmarkRow,30
iTsMe-Zen__Areada::HomeSections.kt::SearchResults,iTsMe-Zen__Areada,iTsMe-Zen__Areada/app/src/main/java/app/areada/ui/home/HomeSections.kt,SearchResults,34
iTsMe-Zen__Areada::HomeSections.kt::SearchResultRow,iTsMe-Zen__Areada,iTsMe-Zen__Areada/app/src/main/java/app/areada/ui/home/HomeSections.kt,SearchResultRow,55
iTsMe-Zen__Areada::HomeSections.kt::ManageFoldersSheet,iTsMe-Zen__Areada,iTsMe-Zen__Areada/app/src/main/java/app/areada/ui/home/HomeSections.kt,ManageFoldersSheet,70
iTsMe-Zen__Areada::SearchBar.kt::SearchBar,iTsMe-Zen__Areada,iTsMe-Zen__Areada/app/src/main/java/app/areada/ui/home/SearchBar.kt,SearchBar,78
iTsMe-Zen__Areada::HomeTabRow.kt::HomeTab,iTsMe-Zen__Areada,iTsMe-Zen__Areada/app/src/main/java/app/areada/ui/home/HomeTabRow.kt,HomeTab,7
iTsMe-Zen__Areada::HomeTabRow.kt::HomeTabRow,iTsMe-Zen__Areada,iTsMe-Zen__Areada/app/src/main/java/app/areada/ui/home/HomeTabRow.kt,HomeTabRow,29
iTsMe-Zen__Areada::HomeTabRow.kt::HomeTabChip,iTsMe-Zen__Areada,iTsMe-Zen__Areada/app/src/main/java/app/areada/ui/home/HomeTabRow.kt,HomeTabChip,55
iTsMe-Zen__Areada::HomeScreen.kt::HomeScreen,iTsMe-Zen__Areada,iTsMe-Zen__Areada/app/src/main/java/app/areada/ui/home/HomeScreen.kt,HomeScreen,1274
iTsMe-Zen__Areada::HomeActionSheets.kt::DocumentListActionSheet,iTsMe-Zen__Areada,iTsMe-Zen__Areada/app/src/main/java/app/areada/ui/home/HomeActionSheets.kt,DocumentListActionSheet,74
iTsMe-Zen__Areada::HomeActionSheets.kt::LibraryActionSheet,iTsMe-Zen__Areada,iTsMe-Zen__Areada/app/src/main/java/app/areada/ui/home/HomeActionSheets.kt,LibraryActionSheet,71
iTsMe-Zen__Areada::HomeActionSheets.kt::BookInfoSheet,iTsMe-Zen__Areada,iTsMe-Zen__Areada/app/src/main/java/app/areada/ui/home/HomeActionSheets.kt,BookInfoSheet,76
iTsMe-Zen__Areada::HomeActionSheets.kt::BookInfoRow,iTsMe-Zen__Areada,iTsMe-Zen__Areada/app/src/main/java/app/areada/ui/home/HomeActionSheets.kt,BookInfoRow,27
iTsMe-Zen__Areada::HomeActionSheets.kt::BookStatus,iTsMe-Zen__Areada,iTsMe-Zen__Areada/app/src/main/java/app/areada/ui/home/HomeActionSheets.kt,BookStatus,7
iTsMe-Zen__Areada::HomeActionSheets.kt::bookInfoProgressLabel,iTsMe-Zen__Areada,iTsMe-Zen__Areada/app/src/main/java/app/areada/ui/home/HomeActionSheets.kt,bookInfoProgressLabel,5
iTsMe-Zen__Areada::HomeActionSheets.kt::ActionSheetItem,iTsMe-Zen__Areada,iTsMe-Zen__Areada/app/src/main/java/app/areada/ui/home/HomeActionSheets.kt,ActionSheetItem,20
iTsMe-Zen__Areada::HomeActionSheets.kt::BatchActionBar,iTsMe-Zen__Areada,iTsMe-Zen__Areada/app/src/main/java/app/areada/ui/home/HomeActionSheets.kt,BatchActionBar,85
iTsMe-Zen__Areada::HomeActionSheets.kt::BatchActionIcon,iTsMe-Zen__Areada,iTsMe-Zen__Areada/app/src/main/java/app/areada/ui/home/HomeActionSheets.kt,BatchActionIcon,22
iTsMe-Zen__Areada::HomeActionSheets.kt::RenameDialog,iTsMe-Zen__Areada,iTsMe-Zen__Areada/app/src/main/java/app/areada/ui/home/HomeActionSheets.kt,RenameDialog,54
iTsMe-Zen__Areada::SwipeActionBox.kt::SwipeActionBox,iTsMe-Zen__Areada,iTsMe-Zen__Areada/app/src/main/java/app/areada/ui/home/SwipeActionBox.kt,SwipeActionBox,103
iTsMe-Zen__Areada::HomeFilterPanel.kt::LibraryFileFilter,iTsMe-Zen__Areada,iTsMe-Zen__Areada/app/src/main/java/app/areada/ui/home/HomeFilterPanel.kt,LibraryFileFilter,11
iTsMe-Zen__Areada::HomeFilterPanel.kt::LibrarySortMode,iTsMe-Zen__Areada,iTsMe-Zen__Areada/app/src/main/java/app/areada/ui/home/HomeFilterPanel.kt,LibrarySortMode,5
iTsMe-Zen__Areada::HomeFilterPanel.kt::LibraryFileFilter,iTsMe-Zen__Areada,iTsMe-Zen__Areada/app/src/main/java/app/areada/ui/home/HomeFilterPanel.kt,LibraryFileFilter,11
iTsMe-Zen__Areada::HomeFilterPanel.kt::LibrarySortMode,iTsMe-Zen__Areada,iTsMe-Zen__Areada/app/src/main/java/app/areada/ui/home/HomeFilterPanel.kt,LibrarySortMode,9
iTsMe-Zen__Areada::HomeFilterPanel.kt::LibrarySortButton,iTsMe-Zen__Areada,iTsMe-Zen__Areada/app/src/main/java/app/areada/ui/home/HomeFilterPanel.kt,LibrarySortButton,29
iTsMe-Zen__Areada::HomeFilterPanel.kt::LibrarySortInlinePanel,iTsMe-Zen__Areada,iTsMe-Zen__Areada/app/src/main/java/app/areada/ui/home/HomeFilterPanel.kt,LibrarySortInlinePanel,59
iTsMe-Zen__Areada::HomeFilterPanel.kt::LibraryFilterButton,iTsMe-Zen__Areada,iTsMe-Zen__Areada/app/src/main/java/app/areada/ui/home/HomeFilterPanel.kt,LibraryFilterButton,35
iTsMe-Zen__Areada::HomeFilterPanel.kt::LibraryFilterInlinePanel,iTsMe-Zen__Areada,iTsMe-Zen__Areada/app/src/main/java/app/areada/ui/home/HomeFilterPanel.kt,LibraryFilterInlinePanel,46
iTsMe-Zen__Areada::HomeFilterPanel.kt::FolderPickerDropdown,iTsMe-Zen__Areada,iTsMe-Zen__Areada/app/src/main/java/app/areada/ui/home/HomeFilterPanel.kt,FolderPickerDropdown,52
iTsMe-Zen__Areada::HomeFilterPanel.kt::FolderPickerInlinePanel,iTsMe-Zen__Areada,iTsMe-Zen__Areada/app/src/main/java/app/areada/ui/home/HomeFilterPanel.kt,FolderPickerInlinePanel,64
cvc953__localplayer::AlbumsScreen.kt::AlbumsScreen,cvc953__localplayer,cvc953__localplayer/app/src/main/java/com/cvc953/localplayer/ui/screens/AlbumsScreen.kt,AlbumsScreen,7
cvc953__localplayer::AlbumsScreen.kt::AlbumsHeaderCard,cvc953__localplayer,cvc953__localplayer/app/src/main/java/com/cvc953/localplayer/ui/screens/AlbumsScreen.kt,AlbumsHeaderCard,71
cvc953__localplayer::ArtistDetailScreen.kt::ArtistDetailScreen,cvc953__localplayer,cvc953__localplayer/app/src/main/java/com/cvc953/localplayer/ui/screens/ArtistDetailScreen.kt,ArtistDetailScreen,297
cvc953__localplayer::GenreDetailScreen.kt::GenreDetailScreen,cvc953__localplayer,cvc953__localplayer/app/src/main/java/com/cvc953/localplayer/ui/screens/GenreDetailScreen.kt,GenreDetailScreen,131
cvc953__localplayer::EqualizerScreen.kt::EqualizerScreen,cvc953__localplayer,cvc953__localplayer/app/src/main/java/com/cvc953/localplayer/ui/screens/EqualizerScreen.kt,EqualizerScreen,172
cvc953__localplayer::EqualizerScreen.kt::EqualizerSectionCard,cvc953__localplayer,cvc953__localplayer/app/src/main/java/com/cvc953/localplayer/ui/screens/EqualizerScreen.kt,EqualizerSectionCard,25
cvc953__localplayer::EqualizerScreen.kt::BandSliderCard,cvc953__localplayer,cvc953__localplayer/app/src/main/java/com/cvc953/localplayer/ui/screens/EqualizerScreen.kt,BandSliderCard,53
cvc953__localplayer::AlbumDetailScreen.kt::AlbumDetailScreen,cvc953__localplayer,cvc953__localplayer/app/src/main/java/com/cvc953/localplayer/ui/screens/AlbumDetailScreen.kt,AlbumDetailScreen,10
cvc953__localplayer::AboutScreen.kt::AboutScreen,cvc953__localplayer,cvc953__localplayer/app/src/main/java/com/cvc953/localplayer/ui/screens/AboutScreen.kt,AboutScreen,239
cvc953__localplayer::AboutScreen.kt::FeatureItem,cvc953__localplayer,cvc953__localplayer/app/src/main/java/com/cvc953/localplayer/ui/screens/AboutScreen.kt,FeatureItem,20
cvc953__localplayer::AboutScreen.kt::TechItem,cvc953__localplayer,cvc953__localplayer/app/src/main/java/com/cvc953/localplayer/ui/screens/AboutScreen.kt,TechItem,27
cvc953__localplayer::AlbumEditScreen.kt::AlbumEditScreen,cvc953__localplayer,cvc953__localplayer/app/src/main/java/com/cvc953/localplayer/ui/screens/AlbumEditScreen.kt,AlbumEditScreen,277
cvc953__localplayer::ArtistsScreen.kt::ArtistsScreen,cvc953__localplayer,cvc953__localplayer/app/src/main/java/com/cvc953/localplayer/ui/screens/ArtistsScreen.kt,ArtistsScreen,694
cvc953__localplayer::ArtistsScreen.kt::ArtistsHeaderCard,cvc953__localplayer,cvc953__localplayer/app/src/main/java/com/cvc953/localplayer/ui/screens/ArtistsScreen.kt,ArtistsHeaderCard,81
cvc953__localplayer::ArtistSongsScreen.kt::ArtistSongsScreen,cvc953__localplayer,cvc953__localplayer/app/src/main/java/com/cvc953/localplayer/ui/screens/ArtistSongsScreen.kt,ArtistSongsScreen,130
cvc953__localplayer::SongsContent.kt::SongsContent,cvc953__localplayer,cvc953__localplayer/app/src/main/java/com/cvc953/localplayer/ui/components/SongsContent.kt,SongsContent,526
cvc953__localplayer::PixelPlayerProgressBar.kt::PixelPlayerProgressBar,cvc953__localplayer,cvc953__localplayer/app/src/main/java/com/cvc953/localplayer/ui/components/PixelPlayerProgressBar.kt,PixelPlayerProgressBar,86
cvc953__localplayer::PlayerControls.kt::PlayerControlsContent,cvc953__localplayer,cvc953__localplayer/app/src/main/java/com/cvc953/localplayer/ui/components/PlayerControls.kt,PlayerControlsContent,146
cvc953__localplayer::PlayerControls.kt::ProgressBarForConfig,cvc953__localplayer,cvc953__localplayer/app/src/main/java/com/cvc953/localplayer/ui/components/PlayerControls.kt,ProgressBarForConfig,48
cvc953__localplayer::PlayerControls.kt::DefaultTransportRow,cvc953__localplayer,cvc953__localplayer/app/src/main/java/com/cvc953/localplayer/ui/components/PlayerControls.kt,DefaultTransportRow,96
cvc953__localplayer::PlayerControls.kt::IconButtonsBottomRow,cvc953__localplayer,cvc953__localplayer/app/src/main/java/com/cvc953/localplayer/ui/components/PlayerControls.kt,IconButtonsBottomRow,46
cvc953__localplayer::PlayerControls.kt::LuneTransportRow,cvc953__localplayer,cvc953__localplayer/app/src/main/java/com/cvc953/localplayer/ui/components/PlayerControls.kt,LuneTransportRow,56
cvc953__localplayer::PlayerControls.kt::LuneCircleButton,cvc953__localplayer,cvc953__localplayer/app/src/main/java/com/cvc953/localplayer/ui/components/PlayerControls.kt,LuneCircleButton,44
cvc953__localplayer::PlayerControls.kt::LuneBottomRow,cvc953__localplayer,cvc953__localplayer/app/src/main/java/com/cvc953/localplayer/ui/components/PlayerControls.kt,LuneBottomRow,65
cvc953__localplayer::PlayerControls.kt::LunePillSegment,cvc953__localplayer,cvc953__localplayer/app/src/main/java/com/cvc953/localplayer/ui/components/PlayerControls.kt,LunePillSegment,46
cvc953__localplayer::MaterialSliderProgressBar.kt::MaterialSliderProgressBar,cvc953__localplayer,cvc953__localplayer/app/src/main/java/com/cvc953/localplayer/ui/components/MaterialSliderProgressBar.kt,MaterialSliderProgressBar,39
cvc953__localplayer::SquigglyProgressBar.kt::SquigglyProgressBar,cvc953__localplayer,cvc953__localplayer/app/src/main/java/com/cvc953/localplayer/ui/components/SquigglyProgressBar.kt,SquigglyProgressBar,156
cvc953__localplayer::VerticalSlider.kt::VerticalSlider,cvc953__localplayer,cvc953__localplayer/app/src/main/java/com/cvc953/localplayer/ui/components/VerticalSlider.kt,VerticalSlider,44
cvc953__localplayer::DraggableSwipeRow.kt::DraggableSwipeRow,cvc953__localplayer,cvc953__localplayer/app/src/main/java/com/cvc953/localplayer/ui/components/DraggableSwipeRow.kt,DraggableSwipeRow,147
cvc953__localplayer::SongTitleSection.kt::SongTitleSection,cvc953__localplayer,cvc953__localplayer/app/src/main/java/com/cvc953/localplayer/ui/components/SongTitleSection.kt,SongTitleSection,255
cvc953__localplayer::TtmlLyricsView.kt::TtmlLyricsView,cvc953__localplayer,cvc953__localplayer/app/src/main/java/com/cvc953/localplayer/ui/components/TtmlLyricsView.kt,TtmlLyricsView,8
cvc953__localplayer::BottomNavigationBar.kt::BottomNavigationBar,cvc953__localplayer,cvc953__localplayer/app/src/main/java/com/cvc953/localplayer/ui/components/BottomNavigationBar.kt,BottomNavigationBar,114
cvc953__localplayer::PlaylistAlbumArt.kt::PlaylistAlbumArt,cvc953__localplayer,cvc953__localplayer/app/src/main/java/com/cvc953/localplayer/ui/components/PlaylistAlbumArt.kt,PlaylistAlbumArt,53
cvc953__localplayer::LyricsView.kt::LyricsView,cvc953__localplayer,cvc953__localplayer/app/src/main/java/com/cvc953/localplayer/ui/components/LyricsView.kt,LyricsView,8
cvc953__localplayer::MultiSongSelectionBar.kt::MultiSongSelectionBar,cvc953__localplayer,cvc953__localplayer/app/src/main/java/com/cvc953/localplayer/ui/components/MultiSongSelectionBar.kt,MultiSongSelectionBar,272
cvc953__localplayer::MetadataSection.kt::MetadataSection,cvc953__localplayer,cvc953__localplayer/app/src/main/java/com/cvc953/localplayer/ui/components/MetadataSection.kt,MetadataSection,32
cvc953__localplayer::MetadataSection.kt::MetadataRow,cvc953__localplayer,cvc953__localplayer/app/src/main/java/com/cvc953/localplayer/ui/components/MetadataSection.kt,MetadataRow,29
cvc953__localplayer::NativeSearchBar.kt::NativeSearchBar,cvc953__localplayer,cvc953__localplayer/app/src/main/java/com/cvc953/localplayer/ui/components/NativeSearchBar.kt,NativeSearchBar,66
cvc953__localplayer::AlphabetScroller.kt::BoxScope,cvc953__localplayer,cvc953__localplayer/app/src/main/java/com/cvc953/localplayer/ui/components/AlphabetScroller.kt,BoxScope,28
chmouel__noise-timer::MainActivity.kt::NoiseTimerScreen,chmouel__noise-timer,chmouel__noise-timer/app/src/main/kotlin/com/chmouel/noisetimer/MainActivity.kt,NoiseTimerScreen,224
chmouel__noise-timer::MainActivity.kt::NoiseCard,chmouel__noise-timer,chmouel__noise-timer/app/src/main/kotlin/com/chmouel/noisetimer/MainActivity.kt,NoiseCard,40
chmouel__noise-timer::MainActivity.kt::PlayButton,chmouel__noise-timer,chmouel__noise-timer/app/src/main/kotlin/com/chmouel/noisetimer/MainActivity.kt,PlayButton,49
chmouel__noise-timer::MainActivity.kt::NoiseType,chmouel__noise-timer,chmouel__noise-timer/app/src/main/kotlin/com/chmouel/noisetimer/MainActivity.kt,NoiseType,6
chmouel__noise-timer::MainActivity.kt::NoiseType,chmouel__noise-timer,chmouel__noise-timer/app/src/main/kotlin/com/chmouel/noisetimer/MainActivity.kt,NoiseType,6
chmouel__noise-timer::Theme.kt::NoiseTimerTheme,chmouel__noise-timer,chmouel__noise-timer/app/src/main/kotlin/com/chmouel/noisetimer/ui/theme/Theme.kt,NoiseTimerTheme,8
msusman1__Amadz::UiExtentions.kt::InfoDialog,msusman1__Amadz,msusman1__Amadz/app/src/main/java/com/talsk/amadz/ui/UiExtentions.kt,InfoDialog,25
msusman1__Amadz::UiExtentions.kt::IconButtonLongClickable,msusman1__Amadz,msusman1__Amadz/app/src/main/java/com/talsk/amadz/ui/UiExtentions.kt,IconButtonLongClickable,6
